Car_ID,Brand,Model_Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine_CC,Max_Power_bhp,Mileage_kmpl,Seats,Price_USD,Vehicle_Age,Price_Per_Year,Mileage_Category,Price_Category,Power_Per_CC,Efficiency_to_Power,Usage_Intensity,Depreciation_Rate,Engine_Size_Category,Power_Rating,Fuel_Type_Category,Is_Automatic,Owner_History_Numeric,Price_Per_Seat
472,BMW,2023,105082,Diesel,Automatic,First,1219,581.5,23.57,7,96899.61,2,32299.87,High,Premium,477.0303527481542,0.04052613480055021,35027.333333333336,0.012001988429175008,Small,Very High,Traditional,1,0,12112.45125
473,Volkswagen,2011,10110,Hybrid,Automatic,Second,3736,359.9,11.99,4,59907.82,14,3993.8546666666666,Low,Mid-range,96.33297644539613,0.033305555555555554,674.0,0.08410447743754591,Large,High,Eco-Friendly,1,1,11981.564
474,Mercedes,2014,190413,Diesel,Manual,First,4662,523.5,19.12,4,37918.73,11,3159.894166666667,Very High,Budget,112.2908622908623,0.036516424751718866,15867.75,0.15186025849867602,Large,Very High,Traditional,0,0,7583.746000000001
475,Honda,2013,17087,Electric,Automatic,First,2250,118.1,7.2,2,77656.85,12,5973.6038461538465,Low,Premium,52.48888888888889,0.060913705583756354,1314.3846153846155,0.01824928194638404,Medium,Low,Eco-Friendly,1,0,25885.61666666667
476,Kia,2006,159834,Petrol,Automatic,Third,3896,358.8,15.34,2,36713.8,19,1835.69,Very High,Budget,92.09445585215606,0.04274171078294789,7991.7,0.18567988930894352,Large,High,Traditional,1,2,12237.933333333334
477,BMW,2019,87617,Diesel,Automatic,Second,4061,526.1,23.75,6,30612.93,6,4373.2757142857145,Medium,Budget,129.5493720758434,0.045134929684530596,12516.714285714286,0.10310992414237571,Large,Very High,Traditional,1,1,4373.2757142857145
478,Nissan,2009,105483,Hybrid,Manual,Third,1964,366.5,22.34,6,88470.21,16,5204.13,High,Premium,186.60896130346234,0.06093835242771412,6204.882352941177,0.06628144907252878,Small,High,Eco-Friendly,0,2,12638.60142857143
479,Mercedes,2008,14596,Electric,Manual,Third,2669,442.1,29.77,7,7718.05,17,428.78055555555557,Low,Budget,165.64256275758711,0.06732247851650836,810.8888888888889,0.9736560846218123,Medium,High,Eco-Friendly,0,2,964.75625
480,Nissan,2024,112539,Electric,Automatic,First,2619,248.3,11.95,2,14087.91,1,7043.955,High,Budget,94.80717831233295,0.048107890499194846,56269.5,0.017623790626812155,Medium,Medium,Eco-Friendly,1,0,4695.97
481,BMW,2008,23313,Electric,Automatic,Third,3505,91.8,17.45,2,3794.22,17,210.79,Low,Budget,26.191155492154067,0.1898803046789989,1295.1666666666667,0.41120145867696734,Large,Low,Eco-Friendly,1,2,1264.74
482,Volkswagen,2022,118175,Electric,Manual,Second,4315,296.4,13.24,6,20894.35,3,5223.5875,High,Budget,68.69061413673232,0.044654300168634066,29543.75,0.04255492250668211,Large,Medium,Eco-Friendly,0,1,2984.907142857143
483,Mercedes,2008,119914,Hybrid,Manual,Third,2142,260.9,16.02,6,11071.83,17,615.1016666666667,High,Budget,121.80205415499533,0.06137931034482758,6661.888888888889,0.40055703916704216,Medium,Medium,Eco-Friendly,0,2,1581.69
484,Nissan,2021,28705,Petrol,Automatic,Third,3026,525.6,26.42,6,119508.88,4,23901.776,Low,Luxury,173.694646397885,0.05025680045653414,5741.0,0.017591850983366398,Medium,Very High,Traditional,1,2,17072.697142857145
485,Kia,2016,78445,Electric,Manual,Third,1879,176.6,22.11,4,36790.77,9,3679.0769999999998,Medium,Budget,93.98616285258116,0.12512733446519525,7844.5,0.04319987866851744,Small,Low,Eco-Friendly,0,2,7358.1539999999995
486,Ford,2021,108892,Diesel,Automatic,First,3579,581.4,27.06,5,20464.36,4,4092.8720000000003,High,Budget,162.44761106454317,0.046534823731728285,21778.4,0.11363591942677773,Large,Very High,Traditional,1,0,3410.726666666667
487,Toyota,2014,7023,Petrol,Manual,Second,3328,576.6,10.09,5,31196.56,11,2599.7133333333336,Low,Budget,173.25721153846155,0.01749609849141668,585.25,0.2033043609820768,Medium,Very High,Traditional,0,1,5199.426666666667
488,Ford,2005,124654,Electric,Automatic,First,1613,178.7,26.83,2,112526.69,20,5358.4138095238095,High,Luxury,110.78735275883446,0.15005592841163312,5935.9047619047615,0.03176107143050746,Small,Low,Eco-Friendly,1,0,37508.89666666667
489,BMW,2022,195868,Petrol,Automatic,First,2831,234.9,6.49,4,63858.75,3,15964.6875,Very High,Mid-range,82.97421405863653,0.027617021276595745,48967.0,0.011035119930785825,Medium,Medium,Traditional,1,0,12771.75
490,Honda,2022,85073,Diesel,Manual,First,1122,541.5,27.21,6,45683.72,3,11420.93,Medium,Mid-range,482.6203208556149,0.05024002954209749,21268.25,0.035558935241367357,Small,Very High,Traditional,0,0,6526.245714285715
491,Toyota,2018,97197,Electric,Automatic,First,3769,581.3,13.23,2,105186.8,7,13148.35,Medium,Premium,154.23189174847437,0.022755417956656348,12149.625,0.038684143978674326,Large,Very High,Eco-Friendly,1,0,35062.26666666667
492,Audi,2019,69429,Diesel,Automatic,First,1703,288.3,12.86,4,49213.86,6,7030.551428571429,Medium,Mid-range,169.2894891368174,0.04459084604715672,9918.42857142857,0.03514792077027142,Small,Medium,Traditional,1,0,9842.772
493,Kia,2016,109195,Hybrid,Automatic,Second,2341,219.8,17.8,7,42196.0,9,4219.6,High,Mid-range,93.89149935924819,0.08094588449295134,10919.5,0.04688010996042373,Medium,Medium,Eco-Friendly,1,1,5274.5
494,Audi,2008,197699,Electric,Manual,Third,4303,334.6,28.52,4,27252.06,17,1514.0033333333333,Very High,Budget,77.75970253311644,0.08521063639079772,10983.277777777777,0.20871784672987181,Large,High,Eco-Friendly,0,2,5450.412
495,Mercedes,2007,38848,Electric,Manual,First,3453,425.2,6.19,2,47202.23,18,2484.327894736842,Low,Mid-range,123.1392991601506,0.014554432165530215,2044.6315789473683,0.16214144667642444,Medium,High,Eco-Friendly,0,0,15734.076666666668
496,Toyota,2024,173876,Electric,Manual,First,3276,193.1,13.81,5,40052.07,1,20026.035,Very High,Mid-range,58.943833943833944,0.07148033126293997,86938.0,0.004821103600797642,Medium,Medium,Eco-Friendly,0,0,6675.345
497,Audi,2016,151451,Electric,Automatic,Second,4140,452.4,26.41,6,82244.56,9,8224.456,High,Premium,109.27536231884058,0.0583646408839779,15145.1,0.04950540795150522,Large,High,Eco-Friendly,1,1,11749.222857142857
498,Audi,2011,195736,Hybrid,Manual,Second,1941,68.9,14.9,7,36881.18,14,2458.7453333333333,Very High,Budget,35.497166409067496,0.21594202898550724,13049.066666666668,0.02615355166099184,Small,Low,Eco-Friendly,0,1,4610.1475
499,Nissan,2015,32766,Electric,Automatic,Third,1649,67.6,9.98,4,70532.37,10,6412.033636363636,Low,Mid-range,40.994542146755606,0.14741506646971939,2978.7272727272725,0.009584116000695841,Small,Low,Eco-Friendly,1,2,14106.473999999998
500,Ford,2005,73099,Petrol,Automatic,Second,1166,256.3,15.62,2,10709.38,20,509.9704761904762,Medium,Budget,219.811320754717,0.06092043681747269,3480.904761904762,0.47860113273291893,Small,Medium,Traditional,1,1,3569.793333333333
501,Nissan,2010,172132,Electric,Manual,Third,3697,237.9,14.64,2,25380.83,15,1586.301875,Very High,Budget,64.34947254530701,0.06151260504201681,10758.25,0.1405926995807631,Large,Medium,Eco-Friendly,0,2,8460.276666666667
502,Toyota,2019,74122,Hybrid,Manual,First,1889,216.8,27.89,6,50666.42,6,7238.0599999999995,Medium,Mid-range,114.76971942826893,0.12858460119870907,10588.857142857143,0.0256733024890551,Small,Medium,Eco-Friendly,0,0,7238.0599999999995
503,Toyota,2019,152159,Electric,Automatic,First,4841,315.0,24.05,2,112623.06,6,16089.00857142857,High,Luxury,65.0692005783929,0.07632497619803237,21737.0,0.016781494114135116,Large,High,Eco-Friendly,1,0,37541.02
504,BMW,2023,53868,Petrol,Automatic,Third,2838,219.6,17.63,2,47138.48,2,15712.826666666668,Medium,Mid-range,77.3784355179704,0.08024578971324534,17956.0,0.009317031074589706,Medium,Medium,Traditional,1,2,15712.826666666668
505,Nissan,2015,124119,Hybrid,Manual,Second,3660,147.7,29.71,6,80696.67,10,7336.060909090909,High,Premium,40.355191256830594,0.20101488497970232,11283.545454545454,0.018302882846555544,Large,Low,Eco-Friendly,0,1,11528.095714285713
506,Hyundai,2006,159297,Hybrid,Manual,Third,2654,213.3,16.63,7,32845.21,19,1642.2604999999999,Very High,Budget,80.3692539562924,0.07792877225866916,7964.85,0.12338409819580404,Medium,Medium,Eco-Friendly,0,2,4105.65125
507,Ford,2018,100286,Petrol,Manual,Second,1294,585.9,6.46,5,17862.93,7,2232.86625,Medium,Budget,452.78207109737247,0.011023890784982934,12535.75,0.22958553912828814,Small,Very High,Traditional,0,1,2977.155
508,Toyota,2006,11643,Petrol,Automatic,First,3982,270.2,11.56,5,9848.78,19,492.439,Low,Budget,67.85534907081868,0.042767295597484274,582.15,0.5212096107730325,Large,Medium,Traditional,1,0,1641.4633333333334
509,BMW,2008,41727,Petrol,Automatic,Second,2584,289.0,15.9,4,38733.38,17,2151.854444444444,Low,Mid-range,111.84210526315789,0.05499827049463853,2318.1666666666665,0.12683822485347643,Medium,Medium,Traditional,1,1,7746.6759999999995
510,Nissan,2021,147077,Petrol,Automatic,Third,4310,362.9,8.92,7,21446.34,4,4289.268,High,Budget,84.19953596287704,0.024573002754820935,29415.4,0.06768205287928479,Large,High,Traditional,1,2,2680.7925
511,Ford,2007,114079,Petrol,Automatic,Third,4586,590.7,28.69,4,23359.22,18,1229.4326315789474,High,Budget,128.80505887483645,0.04856127285037237,6004.1578947368425,0.45515838463850083,Large,Very High,Traditional,1,2,4671.844
512,Nissan,2017,70697,Hybrid,Automatic,First,4930,175.3,24.17,5,92008.84,8,10223.204444444444,Medium,Premium,35.55780933062881,0.1377993158494869,7855.222222222223,0.01524184804581771,Large,Low,Eco-Friendly,1,0,15334.806666666665
513,Audi,2013,21029,Hybrid,Manual,Second,1798,421.5,11.71,6,4853.05,12,373.3115384615385,Low,Budget,234.42714126807564,0.027775142314990512,1617.6153846153845,1.0420164604814537,Small,High,Eco-Friendly,0,1,693.2928571428572
514,BMW,2011,150298,Electric,Manual,Second,2251,441.0,19.77,2,68263.78,14,4550.9186666666665,High,Mid-range,195.91292758773878,0.04481976875991838,10019.866666666667,0.09044195264380842,Medium,High,Eco-Friendly,0,1,22754.593333333334
515,Ford,2019,199718,Electric,Automatic,Second,2551,380.1,23.04,5,47396.98,6,6770.997142857143,Very High,Mid-range,149.00039200313603,0.06059968437664386,28531.14285714286,0.048115974562629046,Medium,High,Eco-Friendly,1,1,7899.496666666667
516,Volkswagen,2015,196675,Diesel,Automatic,First,3080,89.6,28.53,7,62266.35,10,5660.577272727272,Very High,Mid-range,29.09090909090909,0.3180602006688964,17879.545454545456,0.014389563711961406,Medium,Low,Traditional,1,0,7783.29375
517,Mercedes,2024,164803,Electric,Manual,Second,3734,419.0,27.04,5,68851.14,1,34425.57,Very High,Mid-range,112.21210498125335,0.06451920782629443,82401.5,0.006085504386646515,Large,High,Eco-Friendly,0,1,11475.19
518,Mercedes,2006,114458,Electric,Manual,Third,4534,75.9,17.88,7,39664.02,19,1983.2009999999998,High,Mid-range,16.74018526687252,0.23526315789473684,5722.9,0.03635697145747059,Large,Low,Eco-Friendly,0,2,4958.0025
519,Ford,2019,115384,Petrol,Manual,Second,4146,373.8,24.37,7,37527.74,6,5361.105714285714,High,Budget,90.15918958031838,0.06517785504145493,16483.428571428572,0.059762198251260244,Large,High,Traditional,0,1,4690.9675
520,Nissan,2018,73926,Petrol,Manual,First,2673,454.2,19.05,7,88808.02,7,11101.0025,Medium,Premium,169.92143658810326,0.041932643627558885,9240.75,0.03580041757019726,Medium,High,Traditional,0,0,11101.0025
521,BMW,2024,142069,Electric,Automatic,Second,4603,158.1,18.82,4,104939.41,1,52469.705,High,Premium,34.347164892461436,0.11896333754740836,71034.5,0.0015065692996625417,Large,Low,Eco-Friendly,1,1,20987.882
522,Mercedes,2015,60506,Diesel,Manual,Second,2779,511.3,7.87,6,25532.05,10,2321.0954545454547,Medium,Budget,183.98704569989206,0.015389127884239342,5500.545454545455,0.20025026387368527,Medium,Very High,Traditional,0,1,3647.4357142857143
523,BMW,2007,83229,Petrol,Automatic,Third,1498,57.0,8.15,5,14421.39,18,759.0205263157894,Medium,Budget,38.05073431241656,0.14273204903677758,4380.473684210527,0.07113938813192543,Small,Low,Traditional,1,2,2403.565
524,Mercedes,2021,185887,Electric,Manual,Second,2112,512.5,18.24,6,108042.11,4,21608.422,Very High,Luxury,242.66098484848484,0.03558330081935231,37177.4,0.018973907729979266,Medium,Very High,Eco-Friendly,0,1,15434.587142857143
525,Audi,2016,47092,Electric,Manual,Third,3762,297.8,11.72,2,43937.77,9,4393.777,Low,Mid-range,79.16002126528443,0.039342061094326954,4709.2,0.06099852135141699,Large,Medium,Eco-Friendly,0,2,14645.923333333332
526,Nissan,2019,67539,Hybrid,Manual,Third,3738,161.8,5.53,5,67504.13,6,9643.447142857143,Medium,Mid-range,43.28517924023542,0.034156886967263746,9648.42857142857,0.014381129256398737,Large,Low,Eco-Friendly,0,2,11250.688333333334
527,Audi,2020,157889,Diesel,Automatic,First,3100,114.9,23.07,6,45066.55,5,7511.091666666667,Very High,Mid-range,37.064516129032256,0.2006086956521739,26314.833333333332,0.012747531205934203,Medium,Low,Traditional,1,0,6438.078571428572
528,Mercedes,2009,173933,Hybrid,Automatic,Third,3997,573.9,5.81,6,17718.87,16,1042.2864705882353,Very High,Budget,143.58268701526146,0.010121951219512194,10231.35294117647,0.518197932603343,Large,Very High,Eco-Friendly,1,2,2531.2671428571425
529,Volkswagen,2024,18428,Diesel,Manual,Third,926,80.7,19.88,2,71951.8,1,35975.9,Low,Mid-range,87.14902807775378,0.24603960396039604,9214.0,0.0011215685838494125,Small,Low,Traditional,0,2,23983.933333333334
530,Volkswagen,2010,180006,Petrol,Automatic,First,1991,151.5,18.48,7,64441.48,15,4027.5925,Very High,Mid-range,76.0924158714214,0.12189973614775726,11250.375,0.035264005978665004,Small,Low,Traditional,1,0,8055.185
531,Audi,2023,146330,Diesel,Automatic,Third,3439,234.8,29.22,5,26750.25,2,8916.75,High,Budget,68.2756615295144,0.1243933588761175,48776.666666666664,0.017554319891593853,Medium,Medium,Traditional,1,2,4458.375
532,Volkswagen,2009,62775,Electric,Manual,First,4716,387.3,17.11,5,55868.68,16,3286.3929411764707,Medium,Mid-range,82.12468193384224,0.04416623644811564,3692.6470588235293,0.1109152585087296,Large,High,Eco-Friendly,0,0,9311.446666666667
533,Mercedes,2007,10469,Electric,Manual,Second,2166,345.1,6.59,2,96242.86,18,5065.413684210526,Low,Premium,159.32594644506003,0.019090382387022015,551.0,0.06454229911393829,Medium,High,Eco-Friendly,0,1,32080.953333333335
534,Ford,2005,33854,Diesel,Automatic,First,1819,110.4,18.79,7,72079.85,20,3432.37380952381,Low,Mid-range,60.69268829026938,0.17004524886877828,1612.095238095238,0.030632269181065427,Small,Low,Traditional,1,0,9009.98125
535,Audi,2010,142328,Diesel,Automatic,Third,4879,202.2,26.03,5,14339.33,15,896.208125,High,Budget,41.442918630866984,0.12867029164607022,8895.5,0.21150140896339206,Large,Medium,Traditional,1,2,2389.8883333333333
536,Honda,2019,81256,Diesel,Automatic,First,1484,173.7,29.92,5,67118.52,6,9588.36,Medium,Mid-range,117.04851752021563,0.17215189873417724,11608.0,0.015527524630688655,Small,Low,Traditional,1,0,11186.42
537,Nissan,2006,170009,Hybrid,Manual,Third,4429,159.6,15.76,5,85220.38,19,4261.019,Very High,Premium,36.03522239783246,0.0986850344395742,8500.45,0.03558262022980618,Large,Low,Eco-Friendly,0,2,14203.396666666667
538,Volkswagen,2007,104134,Diesel,Manual,Second,3687,270.2,13.01,7,95746.3,18,5039.2789473684215,High,Premium,73.284513154326,0.04813170551239363,5480.736842105263,0.05079621044144325,Large,Medium,Traditional,0,1,11968.2875
539,Volkswagen,2021,137723,Petrol,Automatic,First,2262,434.3,27.67,2,76606.76,4,15321.351999999999,High,Mid-range,191.99823165340408,0.06369705340699816,27544.6,0.022676553915686872,Medium,High,Traditional,1,0,25535.586666666666
540,Toyota,2016,186360,Hybrid,Manual,Second,4886,161.8,9.78,5,20861.01,9,2086.1009999999997,Very High,Budget,33.115022513303316,0.060407659048795546,18636.0,0.06980151960429509,Large,Low,Eco-Friendly,0,1,3476.8349999999996
541,Hyundai,2022,89730,Hybrid,Manual,Third,3061,245.3,20.39,6,86090.27,3,21522.5675,Medium,Premium,80.13721006207122,0.08308883455582722,22432.5,0.008547905031485772,Medium,Medium,Eco-Friendly,0,2,12298.61
542,Audi,2019,161123,Diesel,Automatic,Third,4980,258.9,15.14,7,82249.0,6,11749.857142857143,Very High,Premium,51.98795180722891,0.05845559845559846,23017.571428571428,0.018886322188449847,Large,Medium,Traditional,1,2,10281.125
543,Kia,2016,32386,Petrol,Automatic,Second,3641,586.8,6.03,4,5857.95,9,585.795,Low,Budget,161.16451524306507,0.010274322712557507,3238.6,0.9013901808344499,Large,Very High,Traditional,1,1,1171.59
544,Volkswagen,2020,152256,Hybrid,Manual,First,2567,574.6,13.68,2,51174.48,5,8529.08,High,Mid-range,223.841059602649,0.023803723681921,25376.0,0.05614016712691312,Medium,Very High,Eco-Friendly,0,0,17058.16
545,Nissan,2012,38787,Electric,Manual,First,4980,488.1,11.63,6,41955.18,13,2996.7985714285714,Low,Mid-range,98.01204819277108,0.023822204014748053,2770.5,0.1512363613655962,Large,Very High,Eco-Friendly,0,0,5993.597142857143
546,Honda,2018,26621,Hybrid,Automatic,Third,4360,175.3,22.15,5,81321.21,7,10165.15125,Low,Premium,40.206422018348626,0.12628278221208664,3327.625,0.015089358737299443,Large,Low,Eco-Friendly,1,2,13553.535000000002
547,Volkswagen,2021,82984,Diesel,Manual,Second,2912,78.1,28.72,4,28287.89,4,5657.5779999999995,Medium,Budget,26.820054945054945,0.36726342710997445,16596.8,0.011043204593746874,Medium,Low,Traditional,0,1,5657.5779999999995
548,Honda,2012,195864,Petrol,Manual,Second,1426,217.5,11.7,2,72132.01,13,5152.286428571429,Very High,Mid-range,152.52454417952316,0.05376838235294117,13990.285714285714,0.03919841969716778,Small,Medium,Traditional,0,1,24044.00333333333
549,Mercedes,2019,181325,Diesel,Automatic,First,4959,189.4,25.29,7,109845.1,6,15692.157142857144,Very High,Luxury,38.19318410969954,0.13345646437994724,25903.571428571428,0.01034538322252679,Large,Medium,Traditional,1,0,13730.6375
550,Mercedes,2018,39051,Electric,Automatic,First,4214,323.3,6.38,4,96342.88,7,12042.86,Low,Premium,76.7204556241101,0.019727891156462583,4881.375,0.023489815855454437,Large,High,Eco-Friendly,1,0,19268.576
551,Hyundai,2022,54811,Electric,Manual,First,2175,475.5,18.45,4,110810.56,3,27702.64,Medium,Luxury,218.62068965517244,0.038793103448275856,13702.75,0.012873205647497428,Medium,Very High,Eco-Friendly,0,0,22162.112
552,Ford,2024,35447,Electric,Manual,Second,1981,520.7,6.76,6,117485.2,1,58742.6,Low,Luxury,262.8470469459869,0.012980030721966204,17723.5,0.004432009887118658,Small,Very High,Eco-Friendly,0,1,16783.6
553,Kia,2011,133046,Diesel,Manual,First,1290,513.1,28.35,2,4248.4,14,283.22666666666663,High,Budget,397.7519379844961,0.055241621200311765,8869.733333333334,1.6904504165293928,Small,Very High,Traditional,0,0,1416.1333333333332
554,Toyota,2007,166326,Hybrid,Automatic,First,4529,241.4,24.16,6,75860.73,18,3992.6699999999996,Very High,Mid-range,53.3009494369618,0.10004140786749482,8754.0,0.05727789229167329,Large,Medium,Eco-Friendly,1,0,10837.247142857143
555,Hyundai,2016,89045,Diesel,Manual,Third,4334,424.9,21.45,6,51302.21,9,5130.221,Medium,Mid-range,98.03876326718967,0.050470588235294114,8904.5,0.07453919550063241,Large,High,Traditional,0,2,7328.887142857143
556,BMW,2007,121859,Petrol,Manual,First,4096,215.2,25.6,5,103602.98,18,5452.788421052632,High,Premium,52.53906249999999,0.11890385508592663,6413.631578947368,0.03738852503542817,Large,Medium,Traditional,0,0,17267.163333333334
557,Toyota,2024,193490,Hybrid,Automatic,First,2740,74.1,21.19,7,32462.32,1,16231.16,Very High,Budget,27.04379562043795,0.28557951482479793,96745.0,0.002282576150560078,Medium,Low,Eco-Friendly,1,0,4057.79
558,Audi,2018,150544,Electric,Automatic,Second,2682,432.9,29.22,4,117780.45,7,14722.55625,High,Luxury,161.40939597315435,0.06748267898383371,18818.0,0.02572816007953714,Medium,High,Eco-Friendly,1,1,23556.09
559,Nissan,2019,8471,Diesel,Manual,Second,3787,45.5,22.85,2,74803.83,6,10686.261428571428,Low,Mid-range,12.014787430683919,0.5010964912280702,1210.142857142857,0.0036494969643002997,Large,Low,Traditional,0,1,24934.61
560,BMW,2018,125312,Electric,Automatic,Third,3959,269.1,28.12,7,95843.88,7,11980.485,High,Premium,67.9717100277848,0.10445765230312035,15664.0,0.019653631993696484,Large,Medium,Eco-Friendly,1,2,11980.485
561,BMW,2011,144401,Electric,Automatic,First,1481,224.5,17.93,7,13015.15,14,867.6766666666666,High,Budget,151.5867656988521,0.07983081032947462,9626.733333333334,0.24146925166043723,Small,Medium,Eco-Friendly,1,0,1626.89375
562,Hyundai,2021,170937,Petrol,Manual,Third,1873,428.3,7.93,2,24464.57,4,4892.914,Very High,Budget,228.67058195408435,0.018510737628384684,34187.4,0.07002493708505464,Small,High,Traditional,0,2,8154.856666666667
563,Ford,2016,51850,Hybrid,Automatic,Second,3187,469.1,18.2,7,91733.23,9,9173.323,Low,Premium,147.1917163476624,0.03878942881500426,5185.0,0.046023169322945215,Medium,Very High,Eco-Friendly,1,1,11466.65375
564,Hyundai,2024,59220,Petrol,Automatic,Third,3194,210.3,8.17,5,5572.42,1,2786.21,Medium,Budget,65.8422041327489,0.03883079847908745,29610.0,0.03773266683652048,Medium,Medium,Traditional,1,2,928.7366666666667
565,Audi,2008,98808,Petrol,Manual,Second,3493,494.5,19.81,7,98574.72,17,5476.373333333333,Medium,Premium,141.56885198969368,0.0400525677315002,5489.333333333333,0.08527962057999677,Medium,Very High,Traditional,0,1,12321.84
566,Volkswagen,2013,142469,Petrol,Automatic,Third,2170,204.6,17.06,5,4632.04,12,356.3107692307692,High,Budget,94.28571428571429,0.08334147532975085,10959.153846153846,0.5299328302799026,Medium,Medium,Traditional,1,2,772.0066666666667
567,Volkswagen,2010,171597,Electric,Manual,Third,2956,289.9,20.56,4,79882.9,15,4992.68125,Very High,Premium,98.07171853856562,0.07089655172413793,10724.8125,0.054435249155336686,Medium,Medium,Eco-Friendly,0,2,15976.579999999998
568,Ford,2020,58072,Petrol,Manual,First,3380,447.1,5.25,4,45715.99,5,7619.331666666666,Medium,Mid-range,132.27810650887574,0.011739713774597494,9678.666666666666,0.048898669838062396,Medium,High,Traditional,0,0,9143.198
569,Audi,2006,88820,Petrol,Automatic,Third,2959,428.0,9.87,6,74544.9,19,3727.245,Medium,Mid-range,144.64346062859073,0.023055360896986683,4441.0,0.10908715301579296,Medium,High,Traditional,1,2,10649.271428571428
570,Ford,2012,28284,Hybrid,Automatic,First,4048,592.9,17.28,5,84435.67,13,6031.119285714286,Low,Premium,146.4673913043478,0.029139966273187184,2020.2857142857142,0.09128379885184956,Large,Very High,Eco-Friendly,1,0,14072.611666666666
571,Honda,2015,197402,Hybrid,Automatic,First,4531,166.1,28.76,4,43069.6,10,3915.418181818182,Very High,Mid-range,36.65857426616641,0.1730445246690734,17945.636363636364,0.038564589302215437,Large,Low,Eco-Friendly,1,0,8613.92
572,Volkswagen,2017,88369,Petrol,Manual,First,4629,410.9,14.59,7,15631.61,8,1736.8455555555556,Medium,Budget,88.76647224022467,0.03549878345498783,9818.777777777777,0.2102783860148753,Large,High,Traditional,0,0,1953.95125
573,BMW,2021,30122,Hybrid,Automatic,First,2427,381.4,15.61,2,11148.57,4,2229.714,Low,Budget,157.14874330449112,0.04091743119266055,6024.4,0.13683038897464206,Medium,High,Eco-Friendly,1,0,3716.19
574,Kia,2012,135349,Hybrid,Manual,Third,4272,552.5,22.87,2,71905.51,13,5136.107857142857,High,Mid-range,129.33052434456928,0.0413861744480637,9667.785714285714,0.09988664447766969,Large,Very High,Eco-Friendly,0,2,23968.50333333333
575,Nissan,2022,75553,Petrol,Automatic,Second,827,127.6,20.09,5,63916.68,3,15979.17,Medium,Mid-range,154.29262394195888,0.1573218480814409,18888.25,0.005988953291170768,Small,Low,Traditional,1,1,10652.78
576,Audi,2022,99788,Electric,Automatic,Second,2785,461.0,12.47,6,89837.52,3,22459.38,Medium,Premium,165.52962298025133,0.027044025157232705,24947.0,0.015394287439285509,Medium,Very High,Eco-Friendly,1,1,12833.93142857143
577,Toyota,2018,67812,Petrol,Automatic,Second,4953,358.2,15.27,7,62639.05,7,7829.88125,Medium,Mid-range,72.31980617807389,0.04261791794585543,8476.5,0.04002870368079208,Large,High,Traditional,1,1,7829.88125
578,Ford,2019,12999,Hybrid,Manual,Third,2321,193.8,10.44,5,52426.16,6,7489.4514285714295,Low,Mid-range,83.49849202929772,0.05384218669417225,1857.0,0.02217934368369372,Medium,Medium,Eco-Friendly,0,2,8737.693333333335
579,Nissan,2010,27436,Electric,Automatic,First,1096,305.7,29.15,2,49576.2,15,3098.5125,Low,Mid-range,278.92335766423355,0.09532374100719423,1714.75,0.09249211331015064,Small,Medium,Eco-Friendly,1,0,16525.399999999998
580,Toyota,2015,47963,Diesel,Automatic,Second,2981,226.9,8.27,5,6094.29,10,554.0263636363636,Low,Budget,76.11539751761154,0.03643171806167401,4360.272727272727,0.3722546425190598,Medium,Medium,Traditional,1,1,1015.715
581,Nissan,2017,138168,Electric,Manual,Third,4202,364.4,14.3,7,42260.19,8,4695.576666666667,High,Mid-range,86.72060923369824,0.039231824417009606,15352.0,0.0689805469273345,Large,High,Eco-Friendly,0,2,5282.52375
582,Kia,2005,161351,Hybrid,Manual,First,3096,537.8,5.65,4,117194.36,20,5580.68380952381,Very High,Luxury,173.7080103359173,0.01050381111730805,7683.380952380952,0.0917783775739927,Medium,Very High,Eco-Friendly,0,0,23438.872
583,Toyota,2010,113899,Electric,Automatic,Second,3397,358.8,10.54,7,105206.0,15,6575.375,High,Premium,105.6226081836915,0.02936751184173864,7118.6875,0.0511562918817189,Medium,High,Eco-Friendly,1,1,13150.75
584,Hyundai,2013,31201,Petrol,Automatic,First,1701,393.8,24.51,4,41537.23,12,3195.1715384615386,Low,Mid-range,231.5108759553204,0.06222391469916222,2400.076923076923,0.11376507857941949,Small,High,Traditional,1,0,8307.446
585,Mercedes,2012,155787,Diesel,Automatic,Second,1898,330.5,10.03,4,71772.06,13,5126.575714285714,Very High,Mid-range,174.13066385669126,0.030338777979431332,11127.642857142857,0.059862293735281735,Small,High,Traditional,1,1,14354.412
586,Hyundai,2015,165381,Diesel,Manual,Second,2477,68.7,7.0,4,102133.72,10,9284.883636363636,Very High,Premium,27.735163504239,0.10174418604651163,15034.636363636364,0.006726409980856656,Medium,Low,Traditional,0,1,20426.744
587,Volkswagen,2023,151150,Diesel,Manual,Second,3681,170.4,16.86,5,54629.1,2,18209.7,High,Mid-range,46.291768541157296,0.09888563049853372,50383.333333333336,0.006238319168370551,Large,Low,Traditional,0,1,9104.85
588,Mercedes,2013,192686,Hybrid,Manual,First,2178,315.5,5.25,2,5101.07,12,392.39,Very High,Budget,144.85766758494032,0.016634980988593156,14822.0,0.7420517554639587,Medium,High,Eco-Friendly,0,0,1700.3566666666666
